"Response ID","Time Started","Date Submitted","Status","Contact ID","Language","Intro time","Introduction time","Code Instrumentation for IntermittencyWhen we want to transform this simple swap operation to be able to continue where it left off, it needs to be significantly modified.This example is to illustrate the steps required and is therefore not a practical real world example, as transforming every line into a task is often not required. There is no supported way in Python to create a checkpoint and continue on, therefore we split the program into tasks that are assumed to be atomic (they have to be completed before the power fails). After every task (in this case every line in the original swap program is transformed into a separate task) the state of the program and it's variables is stored. And each time a call to `restore()` is made the program continues with the next task. When `checkpoint()` is called the state of the program is stored in non-volatile memory (memory that keeps data even if power is not applied). Bellow there are 3 versions of the same swap program transformed into a task based one. Two of them contain errors in the transformation and one is correct. Please take some time to find which one of the 3 options is the correct one.Option 1Option 2Option 3Please select the option you think is correct.","Instrumentation question time","Intermezzo time","Do you think that a system taking care of program correctness, despite power failures, would help?","Do you think that a system taking care of program correctness, despite power failures, would save your time as a programmer?","Do you think that rewriting a (Python) code such that it will be correct, despite power failures, is a time-consuming task for a programmer?","Do you have any remarks about the problem of intermittent computing?","Final questions time","Considering any programming language: what is your programming experience?","What is your Python language programming experience?","What is your C/C++ programming experience?","Have you ever used any of the open source microcontroller boards such as Adafruit METRO (left) or Arduino Uno (right)?","Have you ever used CircuitPython before?","What is your age?","Self-assessment time"
"299","Sep 9, 2019 5:39:02 am","Sep 9, 2019 5:47:03 am","Complete","","English","63","51","Option 2","223","19","Likely","Unlikely","Likely","","91","Some experience","No experience","No experience","Heard of it","Never heard of it","20","34"
"301","Sep 9, 2019 5:39:36 am","Sep 9, 2019 5:50:56 am","Complete","","English","29","89","Option 2","450","26","Likely","Very likely","Likely","","38","A lot of experience","Very little experience","A lot of experience","Heard of it","Never heard of it","19","48"
"302","Sep 9, 2019 5:39:49 am","Sep 9, 2019 5:42:47 am","Complete","","English","17","56","Option 2","35","13","Likely","Likely","Neutral","","29","Some experience","Very little experience","Some experience","I have used it once","Never heard of it","19","28"
"303","Sep 9, 2019 5:39:03 am","Sep 9, 2019 5:50:13 am","Complete","","English","63","78","Option 2","357","36","Unlikely","Very unlikely","Very unlikely","","94","A lot of experience","Some experience","A lot of experience","Heard of it","Never heard of it","18","42"
"304","Sep 9, 2019 5:39:12 am","Sep 9, 2019 5:47:50 am","Complete","","English","54","80","Option 3","256","41","Likely","Neutral","Likely","","43","No experience","No experience","No experience","Never heard of it","Never heard of it","18","44"
"306","Sep 9, 2019 5:39:45 am","Sep 9, 2019 5:46:22 am","Complete","","English","21","44","Option 2","212","33","Likely","Neutral","Neutral","","47","Some experience","No experience","No experience","Never heard of it","Never heard of it","18","40"
"307","Sep 9, 2019 5:39:45 am","Sep 9, 2019 5:44:10 am","Complete","","English","23","8","Option 2","163","19","Likely","Very likely","Likely","","29","Some experience","No experience","Very little experience","Heard of it","Never heard of it","18","23"
"308","Sep 9, 2019 5:39:53 am","Sep 9, 2019 5:46:20 am","Complete","","English","16","59","Option 2","161","48","Likely","Very likely","Likely","","69","A lot of experience","Very little experience","A lot of experience","I have used it more than once","Heard of it","18","34"
"309","Sep 9, 2019 5:39:43 am","Sep 9, 2019 5:45:37 am","Complete","","English","25","49","Option 2","202","23","Likely","Likely","Neutral","","27","Some experience","Some experience","Some experience","I have used it more than once","Heard of it","17","28"
"310","Sep 9, 2019 5:39:17 am","Sep 9, 2019 5:50:25 am","Complete","","English","51","106","Option 3","404","34","Very likely","Likely","Very likely","","43","Some experience","Very little experience","Some experience","Heard of it","Never heard of it","18","30"
"311","Sep 9, 2019 5:39:17 am","Sep 9, 2019 5:47:51 am","Complete","","English","51","99","Option 2","257","27","Very likely","Very likely","Very likely","","47","Very little experience","Very little experience","No experience","Heard of it","Never heard of it","21","33"
"312","Sep 9, 2019 5:39:42 am","Sep 9, 2019 7:42:24 am","Complete","","English","27","77","Option 3","7184","25","Very likely","Very likely","Likely","","24","Some experience","Some experience","Very little experience","I have used it once","Never heard of it","18","25"
"313","Sep 9, 2019 5:39:24 am","Sep 9, 2019 5:44:26 am","Complete","","English","43","74","Option 1","63","20","Neutral","Unlikely","Likely","","72","Some experience","Some experience","Some experience","I have used it more than once","I have used it once","18","30"
"315","Sep 9, 2019 5:39:31 am","Sep 9, 2019 5:49:48 am","Complete","","English","39","109","Option 2","286","36","Likely","Very likely","Very likely","","96","Some experience","No experience","Some experience","I have used it once","Never heard of it","18","51"
"316","Sep 9, 2019 5:38:55 am","Sep 9, 2019 5:51:01 am","Complete","","English","74","108","Option 2","298","38","Very likely","Very likely","Very likely","","158","Some experience","Very little experience","Some experience","I have used it once","Never heard of it","22","50"
"317","Sep 9, 2019 5:39:26 am","Sep 9, 2019 5:48:34 am","Complete","","English","44","71","Option 2","251","28","Very likely","Very likely","Very likely","","121","Some experience","Very little experience","Some experience","Heard of it","Never heard of it","18","33"
"318","Sep 9, 2019 5:39:55 am","Sep 9, 2019 5:49:59 am","Complete","","English","15","34","Option 2","438","14","Likely","Neutral","Likely","No","65","Very little experience","Some experience","No experience","Heard of it","Heard of it","17","38"
"319","Sep 9, 2019 5:39:36 am","Sep 9, 2019 5:49:46 am","Complete","","English","34","60","Option 2","399","39","Very likely","Likely","Neutral","Storing the control flow of the program is a great value!","54","Expert","Some experience","A lot of experience","I have used it more than once","Heard of it","28","23"
"321","Sep 9, 2019 5:39:45 am","Sep 9, 2019 5:50:09 am","Complete","","English","25","69","Option 2","437","17","Likely","Very likely","Neutral","","43","Some experience","Some experience","No experience","Heard of it","Heard of it","18","33"
"322","Sep 9, 2019 5:40:06 am","Sep 9, 2019 5:47:03 am","Complete","","English","6","35","Option 2","175","91","Likely","Neutral","Very likely","","85","Some experience","Very little experience","Very little experience","Heard of it","Heard of it","18","25"
"323","Sep 9, 2019 5:40:01 am","Sep 9, 2019 5:42:37 am","Complete","","English","11","18","Option 2","25","9","Likely","Likely","Very likely","","45","A lot of experience","Some experience","A lot of experience","I have used it more than once","I have used it more than once","18","48"
"324","Sep 9, 2019 5:39:06 am","Sep 9, 2019 5:48:15 am","Complete","","English","66","20","Option 2","255","58","Likely","Very likely","Very likely","","87","Very little experience","Very little experience","No experience","Never heard of it","Never heard of it","18","63"
"325","Sep 9, 2019 5:39:30 am","Sep 9, 2019 5:49:07 am","Complete","","English","43","118","Option 2","258","27","Likely","Unlikely","Very likely","","89","Very little experience","No experience","No experience","Heard of it","Never heard of it","18","42"
"326","Sep 9, 2019 5:39:26 am","Sep 9, 2019 5:49:07 am","Complete","","English","47","86","Option 2","366","22","Likely","Neutral","Very likely","","35","Very little experience","Some experience","No experience","Never heard of it","Never heard of it","19","25"
"327","Sep 9, 2019 5:39:06 am","Sep 9, 2019 6:23:47 am","Complete","","English","66","152","Option 3","198","1910","Likely","Likely","Very likely","","32","Some experience","Some experience","Some experience","Heard of it","Never heard of it","19","39"
"331","Sep 9, 2019 5:40:05 am","Sep 9, 2019 5:47:36 am","Complete","","English","10","37","Option 3","278","48","Likely","Very likely","Very likely","","31","A lot of experience","A lot of experience","No experience","I have used it more than once","Never heard of it","18","47"
"332","Sep 9, 2019 5:39:02 am","Sep 9, 2019 5:49:14 am","Complete","","English","73","103","Option 1","317","37","Likely","Very likely","Unlikely","","48","Some experience","Some experience","No experience","Heard of it","Never heard of it","20","34"
"333","Sep 9, 2019 5:40:04 am","Sep 9, 2019 5:42:36 am","Complete","","English","12","6","Option 2","62","17","Neutral","Neutral","Neutral","","28","Some experience","No experience","Some experience","Never heard of it","Never heard of it","18","27"
"334","Sep 9, 2019 5:39:30 am","Sep 9, 2019 6:51:25 am","Complete","","English","45","135","Option 2","368","40","Likely","Likely","Neutral","no","3697","Very little experience","Very little experience","No experience","Heard of it","Never heard of it","18","30"
"335","Sep 9, 2019 5:39:29 am","Sep 9, 2019 5:45:51 am","Complete","","English","47","46","Option 2","189","13","Very likely","Likely","Neutral","","44","Some experience","Some experience","Some experience","Heard of it","Never heard of it","19","43"
"336","Sep 9, 2019 5:38:56 am","Sep 9, 2019 5:44:16 am","Complete","","English","83","26","Option 2","102","21","Likely","Neutral","Likely","No","47","No experience","No experience","No experience","Never heard of it","Never heard of it","18","40"
"337","Sep 9, 2019 5:39:08 am","Sep 9, 2019 5:45:39 am","Complete","","English","69","67","Option 2","145","17","Likely","Likely","Likely","","57","Some experience","Some experience","Some experience","Never heard of it","Never heard of it","18","35"
"338","Sep 9, 2019 5:39:06 am","Sep 9, 2019 5:49:37 am","Complete","","English","72","140","Option 2","249","80","Neutral","Very likely","Likely","No","65","No experience","No experience","No experience","Never heard of it","Never heard of it","18","24"
"339","Sep 9, 2019 5:39:31 am","Sep 9, 2019 5:50:37 am","Complete","","English","49","160","Option 2","381","4","Likely","Unlikely","Likely","","29","Some experience","Very little experience","Very little experience","Heard of it","Never heard of it","18","43"
"340","Sep 9, 2019 5:39:52 am","Sep 9, 2019 5:49:04 am","Complete","","English","27","174","Option 2","112","190","Likely","Unlikely","Very likely","","25","Some experience","Some experience","No experience","I have used it once","Never heard of it","19","24"
"342","Sep 9, 2019 5:39:43 am","Sep 9, 2019 5:48:38 am","Complete","","English","37","79","Option 2","213","45","Very likely","Neutral","Likely","What is being done to keep track of the time between when the system loses power and regains power? Some tasks may be time dependent.","132","Some experience","No experience","Some experience","I have used it once","Never heard of it","25","28"
"343","Sep 9, 2019 5:39:11 am","Sep 9, 2019 5:50:32 am","Complete","","English","69","114","Option 2","418","13","Very likely","Very likely","Likely","","34","Some experience","Some experience","A lot of experience","I have used it more than once","Heard of it","18","32"
"344","Sep 9, 2019 5:39:35 am","Sep 9, 2019 5:49:16 am","Complete","","English","45","96","Option 2","245","66","Very likely","Likely","Likely","","95","Some experience","No experience","Some experience","I have used it once","Never heard of it","18","34"
"345","Sep 9, 2019 5:40:03 am","Sep 9, 2019 5:48:08 am","Complete","","English","18","80","Option 2","261","38","Neutral","Likely","Likely","As long as it can be implemented reliably I think it's a good idea","61","Very little experience","No experience","No experience","Heard of it","Never heard of it","19","26"
"346","Sep 9, 2019 5:39:42 am","Sep 9, 2019 7:37:31 am","Complete","","English","40","114","Option 2","380","25","Very likely","Very likely","Very likely","","33","Very little experience","Very little experience","No experience","Never heard of it","Never heard of it","18","6477"
"347","Sep 9, 2019 5:39:28 am","Sep 9, 2019 5:49:25 am","Complete","","English","55","84","Option 2","345","25","Likely","Unlikely","Very likely","","52","Very little experience","Very little experience","No experience","Heard of it","Heard of it","18","36"
"348","Sep 9, 2019 5:39:40 am","Sep 9, 2019 5:45:17 am","Complete","","English","42","100","Option 2","90","21","Likely","Very likely","Likely","-","46","Some experience","No experience","Very little experience","Never heard of it","Never heard of it","18","37"
"349","Sep 9, 2019 5:39:42 am","Sep 9, 2019 5:47:25 am","Complete","","English","41","69","Option 3","221","50","Likely","Very likely","Likely","","47","No experience","No experience","No experience","I have used it once","Never heard of it","21","35"
"350","Sep 9, 2019 5:40:17 am","Sep 9, 2019 5:45:16 am","Complete","","English","6","37","Option 2","115","35","Unlikely","Likely","Likely","","67","Very little experience","Very little experience","No experience","Heard of it","Heard of it","21","39"
"351","Sep 9, 2019 5:39:15 am","Sep 9, 2019 9:59:03 am","Complete","","English","63","120","Option 2","429","14754","Likely","Unlikely","Unlikely","","72","Very little experience","Some experience","No experience","Heard of it","Never heard of it","20","52"
"352","Sep 9, 2019 5:39:49 am","Sep 9, 2019 5:46:57 am","Complete","","English","35","84","Option 2","193","25","Very likely","Very likely","Neutral","","55","Some experience","Very little experience","No experience","Heard of it","Never heard of it","17","36"
"353","Sep 9, 2019 5:39:41 am","Sep 9, 2019 5:49:26 am","Complete","","English","42","82","Option 2","316","24","Very likely","Neutral","Likely","no","82","Very little experience","No experience","No experience","Heard of it","Never heard of it","18","39"
"354","Sep 9, 2019 5:40:14 am","Sep 9, 2019 5:46:39 am","Complete","","English","9","47","Option 2","197","19","Unlikely","Likely","Unlikely","","73","Very little experience","Very little experience","No experience","Never heard of it","Never heard of it","19","39"
"356","Sep 9, 2019 5:39:59 am","Sep 9, 2019 5:43:48 am","Complete","","English","24","29","Option 2","51","20","Likely","Unlikely","Neutral","-","46","Some experience","No experience","Some experience","I have used it more than once","Never heard of it","18","58"
"357","Sep 9, 2019 5:39:06 am","Sep 9, 2019 5:50:38 am","Complete","","English","80","178","Option 2","277","35","Very likely","Likely","Very likely","","77","Some experience","No experience","Some experience","I have used it more than once","Heard of it","18","45"
"358","Sep 9, 2019 5:38:56 am","Sep 9, 2019 5:49:59 am","Complete","","English","90","14","Option 2","259","38","Likely","Neutral","Unlikely","","166","Some experience","No experience","A lot of experience","I have used it once","Never heard of it","18","36"
"359","Sep 9, 2019 5:40:20 am","Sep 9, 2019 5:43:57 am","Complete","","English","6","7","Option 2","125","12","Likely","Likely","Very likely","No","39","Very little experience","Very little experience","Very little experience","Never heard of it","Heard of it","18","27"
"360","Sep 9, 2019 5:39:55 am","Sep 9, 2019 5:48:08 am","Complete","","English","34","6","Option 2","305","53","Likely","Very likely","Unlikely","","62","No experience","No experience","No experience","Heard of it","Heard of it","18","33"
"361","Sep 9, 2019 5:40:20 am","Sep 9, 2019 5:46:29 am","Complete","","English","10","60","Option 2","222","23","Very likely","Very likely","Very likely","No","29","Some experience","Some experience","No experience","Never heard of it","Never heard of it","18","23"
"362","Sep 9, 2019 5:40:24 am","Sep 9, 2019 5:50:16 am","Complete","","English","6","79","Option 2","393","19","Very likely","Very likely","Very likely","","66","Very little experience","Very little experience","No experience","Heard of it","Never heard of it","20","29"
"363","Sep 9, 2019 5:40:08 am","Sep 9, 2019 7:32:27 am","Complete","","English","21","43","Option 3","455","30","Likely","Neutral","Likely","","6158","Very little experience","No experience","No experience","I have used it once","Never heard of it","18","32"
"364","Sep 9, 2019 5:40:01 am","Sep 9, 2019 5:44:35 am","Complete","","English","29","57","Option 2","84","12","Unlikely","Likely","Likely","Nvt","64","No experience","No experience","No experience","I have used it more than once","Never heard of it","19","27"
"365","Sep 9, 2019 5:40:24 am","Sep 9, 2019 5:44:42 am","Complete","","English","6","48","Option 2","106","24","Very likely","Likely","Unlikely","","42","Some experience","No experience","Some experience","I have used it more than once","Never heard of it","18","32"
"367","Sep 9, 2019 5:39:54 am","Sep 9, 2019 5:49:31 am","Complete","","English","36","76","Option 2","274","103","Neutral","Likely","Unlikely","","45","Some experience","No experience","A lot of experience","Never heard of it","Never heard of it","18","33"
"368","Sep 9, 2019 5:39:16 am","Sep 9, 2019 5:52:32 am","Complete","","English","75","154","Option 2","366","45","Likely","Unlikely","Very likely","It's time consuming","107","Some experience","Some experience","A lot of experience","Never heard of it","Never heard of it","18","48"
"369","Sep 9, 2019 5:38:58 am","Sep 9, 2019 5:50:00 am","Complete","","English","94","162","Option 1","299","34","Very likely","Neutral","Likely","","50","Some experience","Very little experience","Very little experience","Heard of it","Never heard of it","20","23"
"372","Sep 9, 2019 5:39:17 am","Sep 9, 2019 5:46:31 am","Complete","","English","80","73","Option 2","75","19","Very likely","Very likely","Very likely","","126","Some experience","No experience","Very little experience","Never heard of it","Never heard of it","19","61"
"376","Sep 9, 2019 5:39:24 am","Sep 9, 2019 6:48:08 am","Complete","","English","74","75","Option 2","3799","52","Unlikely","Likely","Very likely","","81","Some experience","Some experience","No experience","I have used it once","Never heard of it","18","43"
"378","Sep 9, 2019 5:39:52 am","Sep 9, 2019 5:49:22 am","Complete","","English","50","126","Option 2","301","24","Very likely","Likely","Neutral","","41","Very little experience","No experience","No experience","Never heard of it","Never heard of it","19","28"
"379","Sep 9, 2019 5:39:20 am","Sep 9, 2019 5:50:32 am","Complete","","English","85","69","Option 2","334","30","Very unlikely","Likely","Likely","","114","Some experience","Very little experience","Some experience","Heard of it","Never heard of it","20","40"
"381","Sep 9, 2019 5:40:35 am","Sep 9, 2019 5:48:42 am","Complete","","English","11","13","Option 3","331","37","Very likely","Very likely","Very likely","","56","Some experience","Some experience","No experience","I have used it more than once","Never heard of it","18","39"
"382","Sep 9, 2019 5:40:32 am","Sep 9, 2019 5:46:18 am","Complete","","English","14","73","Option 2","124","35","Very likely","Likely","Very likely","time wise","48","Very little experience","No experience","No experience","Never heard of it","Never heard of it","18","51"
"383","Sep 9, 2019 5:39:51 am","Sep 9, 2019 5:49:06 am","Complete","","English","55","94","Option 2","298","57","Likely","Very likely","Likely","-","27","Very little experience","No experience","A lot of experience","I have used it once","Never heard of it","19","23"
"384","Sep 9, 2019 5:39:56 am","Sep 9, 2019 5:49:35 am","Complete","","English","50","72","Option 2","341","40","Very likely","Very likely","Very unlikely","","36","No experience","No experience","No experience","Heard of it","Heard of it","18","39"
"385","Sep 9, 2019 5:40:44 am","Sep 9, 2019 5:42:50 am","Complete","","English","3","10","Option 2","11","13","Likely","Likely","Likely",".","51","Some experience","Some experience","No experience","Never heard of it","Never heard of it","17","37"
"389","Sep 9, 2019 5:40:46 am","Sep 9, 2019 5:49:58 am","Complete","","English","4","108","Option 2","368","38","Very likely","Very likely","Very likely","","16","Very little experience","No experience","No experience","Never heard of it","Never heard of it","19","18"
"390","Sep 9, 2019 5:39:44 am","Sep 9, 2019 5:49:21 am","Complete","","English","67","144","Option 2","268","17","Likely","Very likely","Likely","","52","Very little experience","Very little experience","No experience","Heard of it","Heard of it","18","29"
"391","Sep 9, 2019 5:40:41 am","Sep 9, 2019 5:48:04 am","Complete","","English","19","15","Option 2","280","56","Likely","Likely","Very likely","","45","No experience","No experience","No experience","Never heard of it","Never heard of it","19","28"
"393","Sep 9, 2019 5:40:56 am","Sep 9, 2019 5:47:17 am","Complete","","English","6","11","Option 2","181","7","Likely","Likely","Likely","None at all.","141","Some experience","No experience","No experience","Never heard of it","Never heard of it","18","35"
"394","Sep 9, 2019 5:40:34 am","Sep 9, 2019 5:47:10 am","Complete","","English","30","22","Option 2","191","30","Likely","Neutral","Likely","","89","Some experience","Some experience","Very little experience","Heard of it","Never heard of it","18","34"
"395","Sep 9, 2019 5:40:03 am","Sep 9, 2019 5:51:02 am","Complete","","English","63","109","Option 2","300","50","Very likely","Very likely","Very likely","","82","Very little experience","Very little experience","Very little experience","Heard of it","Never heard of it","18","55"
"397","Sep 9, 2019 5:40:40 am","Sep 9, 2019 5:49:51 am","Complete","","English","27","94","Option 2","328","30","Very likely","Very likely","Neutral","","32","Some experience","No experience","Some experience","Heard of it","Never heard of it","19","40"
"399","Sep 9, 2019 5:39:23 am","Sep 9, 2019 5:49:12 am","Complete","","English","107","144","Option 2","174","17","Likely","Very likely","Likely","","105","Very little experience","No experience","No experience","Never heard of it","Never heard of it","19","42"
"401","Sep 9, 2019 5:40:58 am","Sep 9, 2019 5:47:38 am","Complete","","English","19","22","Option 1","131","31","Likely","Very likely","Likely","","149","Some experience","No experience","A lot of experience","Heard of it","Heard of it","18","47"
"402","Sep 9, 2019 5:39:42 am","Sep 9, 2019 5:50:11 am","Complete","","English","96","139","Option 2","274","29","Likely","Neutral","Very likely","","65","Some experience","Some experience","No experience","Never heard of it","Never heard of it","23","26"
"405","Sep 9, 2019 5:41:23 am","Sep 9, 2019 5:47:56 am","Complete","","English","2","9","Option 2","281","36","Likely","Very likely","Likely","","36","Some experience","Some experience","Very little experience","Heard of it","Never heard of it","18","29"
"407","Sep 9, 2019 5:41:03 am","Sep 9, 2019 5:50:39 am","Complete","","English","32","111","Option 2","344","33","Likely","Likely","Likely","","30","Very little experience","No experience","No experience","Heard of it","Heard of it","19","26"
"411","Sep 9, 2019 5:42:39 am","Sep 9, 2019 5:48:51 am","Complete","","English","9","71","Option 3","124","42","Neutral","Likely","Likely","","75","Some experience","No experience","Some experience","I have used it more than once","Heard of it","18","51"
"412","Sep 9, 2019 5:44:43 am","Sep 9, 2019 5:47:08 am","Complete","","English","6","2","Option 3","17","22","Neutral","Unlikely","Likely","","59","A lot of experience","Very little experience","No experience","Heard of it","Never heard of it","17","39"
"413","Sep 9, 2019 5:48:01 am","Sep 9, 2019 5:50:26 am","Complete","","English","5","1","Option 2","15","15","Very likely","Very likely","Very likely","","46","No experience","Some experience","Very little experience","Heard of it","Heard of it","18","31"
"416","Sep 10, 2019 5:41:26 am","Sep 10, 2019 5:49:55 am","Complete","","English","18","28","Option 2","336","27","Very likely","Very likely","Unlikely","Awesome idea, never thought about it!","71","A lot of experience","A lot of experience","Very little experience","I have used it more than once","Never heard of it","24","28"
"423","Sep 10, 2019 5:41:30 am","Sep 10, 2019 5:52:00 am","Complete","","English","32","86","Option 2","397","42","Very likely","Likely","Very likely","","45","A lot of experience","Some experience","Very little experience","Heard of it","Never heard of it","28","28"
"424","Sep 10, 2019 5:41:54 am","Sep 10, 2019 5:48:53 am","Complete","","English","15","28","Option 2","282","14","Very likely","Very likely","Very likely","No","45","A lot of experience","A lot of experience","Very little experience","Heard of it","Never heard of it","27","34"
"425","Sep 10, 2019 5:41:31 am","Sep 10, 2019 5:48:14 am","Complete","","English","40","59","Option 2","213","17","Likely","Neutral","Likely","","32","A lot of experience","Some experience","Very little experience","I have used it once","Never heard of it","22","42"
"426","Sep 10, 2019 5:41:52 am","Sep 10, 2019 5:46:23 am","Complete","","English","20","41","Option 2","139","16","Likely","Likely","Very likely","","23","A lot of experience","Some experience","Some experience","Heard of it","Never heard of it","22","32"
"427","Sep 10, 2019 5:41:43 am","Sep 10, 2019 5:51:17 am","Complete","","English","31","33","Option 2","251","50","Likely","Likely","Very likely","","92","A lot of experience","Some experience","A lot of experience","I have used it more than once","Never heard of it","25","71"
"428","Sep 10, 2019 5:41:29 am","Sep 10, 2019 5:54:26 am","Complete","","English","54","94","Option 2","495","36","Likely","Unlikely","Very likely","","63","A lot of experience","A lot of experience","Some experience","I have used it more than once","Never heard of it","24","35"
"429","Sep 10, 2019 5:42:10 am","Sep 10, 2019 5:52:02 am","Complete","","English","14","68","Option 3","406","11","Likely","Very likely","Unlikely","","40","A lot of experience","Some experience","A lot of experience","I have used it more than once","Heard of it","22","34"
"433","Sep 10, 2019 5:42:36 am","Sep 10, 2019 5:51:41 am","Complete","","English","10","31","Option 2","325","27","Likely","Very unlikely","Very likely","","112","A lot of experience","Expert","No experience","Heard of it","Heard of it","25","40"
"435","Sep 10, 2019 5:42:08 am","Sep 10, 2019 5:50:11 am","Complete","","English","52","96","Option 2","192","19","Unlikely","Neutral","Likely","'i never thought about it","86","A lot of experience","A lot of experience","Some experience","Heard of it","Never heard of it","24","38"
"436","Sep 10, 2019 5:42:59 am","Sep 10, 2019 5:46:50 am","Complete","","English","3","9","Option 2","161","9","Likely","Neutral","Very likely","","24","A lot of experience","A lot of experience","A lot of experience","Heard of it","Never heard of it","27","25"
"437","Sep 10, 2019 5:42:10 am","Sep 10, 2019 5:50:20 am","Complete","","English","54","204","Option 2","85","16","Very likely","Likely","Unlikely","","95","A lot of experience","A lot of experience","Very little experience","I have used it once","Never heard of it","23","35"
"438","Sep 10, 2019 5:42:06 am","Sep 10, 2019 5:50:37 am","Complete","","English","61","124","Option 2","194","22","Likely","Likely","Very likely","","62","A lot of experience","A lot of experience","Some experience","Heard of it","Never heard of it","26","48"
"439","Sep 10, 2019 5:41:59 am","Sep 10, 2019 5:51:58 am","Complete","","English","69","106","Option 2","315","39","Very likely","Very likely","Very likely","","34","A lot of experience","A lot of experience","Some experience","Heard of it","Never heard of it","28","36"
"441","Sep 10, 2019 5:41:38 am","Sep 10, 2019 6:06:21 am","Complete","","English","92","37","Option 2","1252","15","Likely","Very likely","Likely","","44","Expert","Expert","Some experience","Heard of it","Never heard of it","26","43"
"443","Sep 10, 2019 5:41:58 am","Sep 10, 2019 5:50:35 am","Complete","","English","87","115","Option 2","168","19","Likely","Likely","Likely","","70","Some experience","Some experience","Some experience","Heard of it","Never heard of it","35","58"
"445","Sep 10, 2019 5:42:41 am","Sep 10, 2019 5:52:46 am","Complete","","English","51","46","Option 2","311","26","Likely","Neutral","Very likely","Extra hardware and time also plays a role. Maybe manually written code is considerably faster? Maybe the extra hardware is too clunky or consumes too much power?","129","A lot of experience","Some experience","Very little experience","Heard of it","Never heard of it","24","41"
"446","Sep 10, 2019 5:43:04 am","Sep 10, 2019 5:51:53 am","Complete","","English","71","50","Option 2","274","25","Likely","Likely","Unlikely","","51","A lot of experience","A lot of experience","Some experience","I have used it more than once","Never heard of it","25","58"
"449","Sep 11, 2019 3:28:08 am","Sep 11, 2019 3:33:10 am","Complete","","English","3","5","Option 1","202","19","Very unlikely","Very unlikely","Very unlikely","","22","A lot of experience","Expert","A lot of experience","I have used it more than once","Heard of it","19","51"
"450","Sep 11, 2019 3:28:10 am","Sep 11, 2019 4:05:44 am","Complete","","English","4","24","Option 2","2167","16","Likely","Likely","Very likely","","20","A lot of experience","Some experience","Some experience","I have used it more than once","Never heard of it","20","23"
"451","Sep 11, 2019 3:28:06 am","Sep 11, 2019 3:35:01 am","Complete","","English","9","21","Option 2","292","27","Likely","Very likely","Very likely","","40","A lot of experience","Some experience","Very little experience","I have used it more than once","Never heard of it","19","26"
"452","Sep 11, 2019 3:28:15 am","Sep 11, 2019 3:33:21 am","Complete","","English","11","21","Option 2","109","13","Likely","Unlikely","Very unlikely","I think it is a good idea.","125","A lot of experience","Some experience","A lot of experience","I have used it more than once","Heard of it","23","26"
"453","Sep 11, 2019 3:28:21 am","Sep 11, 2019 3:31:53 am","Complete","","English","6","32","Option 3","95","22","Very likely","Very likely","Very likely","","30","Some experience","Very little experience","No experience","I have used it once","Never heard of it","19","26"
"457","Sep 11, 2019 3:28:26 am","Sep 11, 2019 3:34:23 am","Complete","","English","5","31","Option 2","193","11","Likely","Likely","Likely","","67","Some experience","Very little experience","No experience","Heard of it","Never heard of it","19","50"
"459","Sep 11, 2019 3:28:26 am","Sep 11, 2019 3:36:13 am","Complete","","English","10","42","Option 2","161","32","Very likely","Very likely","Very likely","With the given examples of power delivery the up-time of the program seems quite short. But if there would be ways to get energy irrelevant of the day-cycle I would be more interested. Or charging over EM radiation.","194","Some experience","Some experience","Very little experience","I have used it once","Never heard of it","19","27"
"463","Sep 11, 2019 3:28:32 am","Sep 11, 2019 3:33:23 am","Complete","","English","11","60","Option 2","106","18","Likely","Neutral","Likely","","47","A lot of experience","Some experience","Some experience","Heard of it","Never heard of it","22","49"
"464","Sep 11, 2019 3:28:22 am","Sep 11, 2019 3:38:57 am","Complete","","English","22","175","Option 2","246","39","Likely","Very unlikely","Likely","","100","A lot of experience","Some experience","A lot of experience","I have used it more than once","Never heard of it","20","53"
"471","Sep 11, 2019 3:28:44 am","Sep 11, 2019 3:34:30 am","Complete","","English","11","33","Option 3","114","12","Likely","Likely","Likely","","131","Some experience","Very little experience","Very little experience","Heard of it","Never heard of it","20","45"
"472","Sep 11, 2019 3:28:27 am","Sep 11, 2019 3:45:41 am","Complete","","English","28","11","Option 2","11","8","Neutral","Very unlikely","Likely","","9","Some experience","Some experience","No experience","I have used it more than once","Never heard of it","23","967"
"476","Sep 11, 2019 3:28:52 am","Sep 11, 2019 3:42:25 am","Complete","","English","13","57","Option 2","452","27","Likely","Very likely","Very likely","","167","A lot of experience","Very little experience","Some experience","Never heard of it","Never heard of it","19","97"
"479","Sep 11, 2019 3:28:58 am","Sep 11, 2019 3:37:09 am","Complete","","English","10","18","Option 2","289","25","Very likely","Likely","Very likely","","51","Some experience","Very little experience","No experience","Heard of it","Never heard of it","18","29"
"480","Sep 11, 2019 3:28:45 am","Sep 11, 2019 3:37:12 am","Complete","","English","26","99","Option 3","197","46","Likely","Likely","Likely","","92","Some experience","Some experience","Very little experience","I have used it more than once","Never heard of it","21","47"
"483","Sep 11, 2019 3:28:45 am","Sep 11, 2019 3:42:19 am","Complete","","English","32","115","Option 2","382","29","Likely","Likely","Likely","","146","A lot of experience","Some experience","Some experience","I have used it more than once","Heard of it","19","110"
